Frequency,Coupling,Directivity,Isolation,InsertionLoss
0.22000000,12.80294685,0.05840619,12.86135304,12.69480755
0.22499999,12.78170656,0.05883714,12.84054370,12.67113601
0.23000000,12.76083357,0.05921121,12.82004478,12.64785513
0.23500000,12.74029047,0.05952902,12.79981949,12.62492406
0.23999999,12.72003733,0.05979380,12.77983113,12.60230223
0.24500000,12.70003591,0.06000431,12.76004022,12.57994921
0.25000000,12.68024196,0.06016362,12.74040558,12.55782261
0.25500000,12.66061701,0.06027258,12.72088959,12.53588202
0.25999999,12.64112273,0.06033170,12.70145443,12.51408838
0.26499999,12.62172065,0.06034147,12.68206213,12.49240230
0.27000001,12.60237432,0.06030016,12.66267448,12.47078947
0.27500001,12.58304689,0.06021315,12.64326004,12.44921384
0.28000000,12.56371154,0.06007215,12.62378370,12.42764915
0.28500000,12.54433638,0.05988243,12.60421880,12.40606412
0.28999999,12.52489799,0.05964032,12.58453831,12.38443822
0.29499999,12.50537344,0.05934523,12.56471867,12.36274951
0.30000001,12.48574514,0.05899640,12.54474154,12.34098351
0.30500001,12.46599909,0.05859009,12.52458918,12.31912699
0.31000000,12.44612288,0.05812636,12.50424924,12.29717360
0.31500000,12.42611279,0.05760079,12.48371358,12.27511763
0.31999999,12.40596294,0.05701278,12.46297572,12.25296040
0.32499999,12.38567554,0.05635870,12.44203424,12.23070344
0.33000001,12.36525417,0.05563825,12.42089242,12.20835666
0.33500001,12.34470679,0.05484574,12.39955253,12.18592833
0.34000000,12.32404384,0.05398031,12.37802416,12.16343218
0.34500000,12.30327829,0.05303979,12.35631808,12.14088483
0.34999999,12.28242785,0.05202011,12.33444796,12.11830532
0.35499999,12.26150941,0.05091934,12.31242875,12.09571493
0.36000001,12.24054242,0.04973702,12.29027944,12.07313339
0.36500001,12.21954962,0.04846870,12.26801833,12.05058547
0.37000000,12.19855071,0.04711536,12.24566607,12.02809536
0.37500000,12.17757250,0.04566968,12.22324218,12.00568829
0.38000000,12.15663586,0.04413671,12.20077257,11.98338799
0.38499999,12.13576649,0.04250831,12.17827480,11.96122004
0.38999999,12.11498599,0.04079063,12.15577661,11.93920582
0.39500001,12.09431701,0.03897594,12.13329295,11.91737081
0.40000001,12.07378058,0.03706898,12.11084955,11.89573636
0.40500000,12.05339656,0.03506637,12.08846294,11.87431902
0.41000000,12.03318436,0.03296950,12.06615385,11.85313993
0.41499999,12.01316027,0.03077583,12.04393610,11.83221382
0.41999999,11.99333624,0.02848858,12.02182482,11.81155229
0.42500001,11.97372714,0.02610825,11.99983539,11.79116794
0.43000001,11.95434076,0.02363497,11.97797573,11.77106998
0.43500000,11.93518647,0.02106576,11.95625223,11.75126289
0.44000000,11.91626735,0.01840837,11.93467572,11.73174932
0.44499999,11.89758723,0.01565837,11.91324560,11.71253196
0.44999999,11.87914554,0.01281891,11.89196445,11.69360764
0.45500001,11.86093924,0.00989336,11.87083260,11.67497299
0.46000001,11.84296509,0.00687914,11.84984423,11.65662270
0.46500000,11.82521511,0.00378060,11.82899571,11.63854640
0.47000000,11.80768226,0.00059697,11.80827923,11.62073440
0.47499999,11.79035528,-0.00266953,11.78768576,11.60317509
0.47999999,11.77322092,-0.00601697,11.76720395,11.58585512
0.48500001,11.75626889,-0.00944589,11.74682300,11.56876002
0.49000001,11.73948351,-0.01295459,11.72652892,11.55187453
0.49500000,11.72284789,-0.01654024,11.70630765,11.53518135
0.50000000,11.70634938,-0.02020508,11.68614430,11.51866725
0.50500000,11.68997162,-0.02394814,11.66602347,11.50231169
0.50999999,11.67369828,-0.02776802,11.64593027,11.48610306
0.51499999,11.65751554,-0.03166547,11.62585007,11.47002311
0.51999998,11.64140690,-0.03563873,11.60576817,11.45405954
0.52499998,11.62535677,-0.03968840,11.58566838,11.43819536
0.52999997,11.60935682,-0.04381715,11.56553967,11.42242184
0.53500003,11.59339112,-0.04802233,11.54536879,11.40672411
0.54000002,11.57745092,-0.05230638,11.52514455,11.39109438
0.54500002,11.56152957,-0.05667233,11.50485723,11.37552757
0.55000001,11.54561573,-0.06111625,11.48449948,11.36001500
0.55500001,11.52970814,-0.06564392,11.46406422,11.34455515
0.56000000,11.51380210,-0.07025343,11.44354866,11.32914346
0.56500000,11.49789603,-0.07494871,11.42294731,11.31378223
0.56999999,11.48199042,-0.07972967,11.40226075,11.29847264
0.57499999,11.46608837,-0.08459930,11.38148907,11.28322116
0.57999998,11.45019257,-0.08955696,11.36063561,11.26803039
0.58499998,11.43431166,-0.09460583,11.33970583,11.25291084
0.58999997,11.41845319,-0.09974858,11.31870461,11.23787243
0.59500003,11.40262657,-0.10498649,11.29764008,11.22292397
0.60000002,11.38684032,-0.11031968,11.27652064,11.20807945
0.60500002,11.37110960,-0.11574997,11.25535964,11.19335313
0.61000001,11.35544627,-0.12128064,11.23416563,11.17875875
0.61500001,11.33986383,-0.12691153,11.21295230,11.16431062
0.62000000,11.32437939,-0.13264492,11.19173447,11.15002523
0.62500000,11.30900717,-0.13848227,11.17052491,11.13591911
0.63000000,11.29376166,-0.14442177,11.14933989,11.12200721
0.63499999,11.27866017,-0.15046811,11.12819206,11.10830541
0.63999999,11.26371647,-0.15661950,11.10709697,11.09483070
0.64499998,11.24894613,-0.16287666,11.08606947,11.08159692
0.64999998,11.23436530,-0.16924171,11.06512359,11.06861892
0.65499997,11.21998557,-0.17571252,11.04427306,11.05590916
0.66000003,11.20581855,-0.18229081,11.02352774,11.04347740
0.66500002,11.19187899,-0.18897516,11.00290383,11.03133872
0.67000002,11.17817555,-0.19576721,10.98240835,11.01949963
0.67500001,11.16471673,-0.20266493,10.96205181,11.00796811
0.68000001,11.15151051,-0.20966833,10.94184218,10.99674969
0.68500000,11.13856397,-0.21677582,10.92178815,10.98584983
0.69000000,11.12587906,-0.22398800,10.90189107,10.97527062
0.69499999,11.11346107,-0.23130225,10.88215882,10.96501376
0.69999999,11.10130901,-0.23871922,10.86258979,10.95507757
0.70499998,11.08942346,-0.24623662,10.84318684,10.94546141
0.70999998,11.07780318,-0.25385425,10.82394893,10.93616158
0.71499997,11.06644587,-0.26157114,10.80487473,10.92717139
0.72000003,11.05534524,-0.26938685,10.78595839,10.91848657
0.72500002,11.04449703,-0.27729871,10.76719832,10.91009820
0.73000002,11.03389183,-0.28530488,10.74858695,10.90199927
0.73500001,11.02352515,-0.29340695,10.73011820,10.89418031
0.74000001,11.01338650,-0.30160314,10.71178336,10.88662902
0.74500000,11.00346581,-0.30989066,10.69357515,10.87933827
0.75000000,10.99375631,-0.31827289,10.67548342,10.87229534
0.75500000,10.98424503,-0.32674462,10.65750041,10.86549052
0.75999999,10.97492351,-0.33530794,10.63961557,10.85891094
0.76499999,10.96578187,-0.34396298,10.62181889,10.85254724
0.76999998,10.95681007,-0.35270933,10.60410074,10.84638951
0.77499998,10.94799813,-0.36154447,10.58645366,10.84042702
0.77999997,10.93933622,-0.37047065,10.56886557,10.83465145
0.78500003,10.93081759,-0.37948837,10.55132922,10.82905492
0.79000002,10.92243334,-0.38859743,10.53383591,10.82362821
0.79500002,10.91417852,-0.39779844,10.51638008,10.81836720
0.80000001,10.90604414,-0.40708969,10.49895445,10.81326670
0.80500001,10.89802914,-0.41647545,10.48155369,10.80832113
0.81000000,10.89012806,-0.42595453,10.46417353,10.80352881
0.81500000,10.88233928,-0.43552919,10.44681009,10.79888796
0.81999999,10.87466299,-0.44520143,10.42946156,10.79440026
0.82499999,10.86709500,-0.45496941,10.41212559,10.79006242
0.82999998,10.85963899,-0.46483571,10.39480328,10.78588149
0.83499998,10.85229788,-0.47480266,10.37749522,10.78185877
0.83999997,10.84507337,-0.48486915,10.36020422,10.77799646
0.84500003,10.83797037,-0.49503852,10.34293185,10.77430257
0.85000002,10.83099424,-0.50531320,10.32568104,10.77078167
0.85500002,10.82415044,-0.51569116,10.30845928,10.76744278
0.86000001,10.81744521,-0.52617492,10.29127028,10.76429155
0.86500001,10.81088721,-0.53676717,10.27412004,10.76133645
0.87000000,10.80448444,-0.54746881,10.25701563,10.75858487
0.87500000,10.79824126,-0.55827814,10.23996312,10.75604485
0.88000000,10.79217073,-0.56919973,10.22297101,10.75372866
0.88499999,10.78627660,-0.58023204,10.20604456,10.75163991
0.88999999,10.78057022,-0.59137700,10.18919322,10.74978749
0.89499998,10.77505853,-0.60263640,10.17242213,10.74818084
0.89999998,10.76974733,-0.61400738,10.15573995,10.74682500
0.90499997,10.76464566,-0.62549305,10.13915261,10.74572777
0.91000003,10.75976068,-0.63709395,10.12266672,10.74489240
0.91500002,10.75509476,-0.64880882,10.10628594,10.74432585
0.92000002,10.75065532,-0.66063880,10.09001652,10.74403085
0.92500001,10.74644695,-0.67258284,10.07386411,10.74400980
0.93000001,10.74247099,-0.68464220,10.05782879,10.74426402
0.93500000,10.73873046,-0.69681627,10.04191419,10.74479372
0.94000000,10.73522565,-0.70910315,10.02612250,10.74559782
0.94499999,10.73195739,-0.72150130,10.01045609,10.74667573
0.94999999,10.72892612,-0.73401577,9.99491035,10.74802284
0.95499998,10.72612643,-0.74663956,9.97948687,10.74963632
0.95999998,10.72355919,-0.75937685,9.96418234,10.75150853
0.96499997,10.72121830,-0.77222432,9.94899399,10.75363762
0.97000003,10.71910000,-0.78518344,9.93391657,10.75601118
0.97500002,10.71719596,-0.79824831,9.91894765,10.75862501
0.98000002,10.71550315,-0.81142401,9.90407914,10.76146801
0.98500001,10.71401392,-0.82470887,9.88930505,10.76453218
0.99000001,10.71272050,-0.83810190,9.87461860,10.76780726
0.99500000,10.71161211,-0.85159809,9.86001402,10.77128195
1.00000000,10.71068151,-0.86520058,9.84548094,10.77494669
1.00500000,10.70992471,-0.87891244,9.83101226,10.77879011
1.00999999,10.70932662,-0.89272734,9.81659928,10.78280225
1.01499999,10.70888051,-0.90664771,9.80223280,10.78697266
1.01999998,10.70857854,-0.92067311,9.78790543,10.79129208
1.02499998,10.70841214,-0.93480213,9.77361000,10.79574684
1.02999997,10.70837088,-0.94903645,9.75933442,10.80033045
1.03499997,10.70844927,-0.96337706,9.74507221,10.80503077
1.03999996,10.70863822,-0.97782169,9.73081653,10.80984157
1.04499996,10.70893029,-0.99237034,9.71655995,10.81475606
1.04999995,10.70932062,-1.00702654,9.70229408,10.81976258
1.05499995,10.70980241,-1.02178823,9.68801418,10.82486033
1.05999994,10.71037152,-1.03665704,9.67371449,10.83004118
1.06500006,10.71102388,-1.05163588,9.65938800,10.83529957
1.07000005,10.71175555,-1.06672330,9.64503225,10.84063250
1.07500005,10.71256236,-1.08191833,9.63064404,10.84603903
1.08000004,10.71344700,-1.09722663,9.61622037,10.85151169
1.08500004,10.71440235,-1.11264583,9.60175652,10.85705528
1.09000003,10.71543263,-1.12817973,9.58725290,10.86266611
1.09500003,10.71653584,-1.14382793,9.57270791,10.86834555
1.10000002,10.71771524,-1.15959174,9.55812350,10.87409445
1.10500002,10.71896917,-1.17547233,9.54349684,10.87991169
1.11000001,10.72030388,-1.19147345,9.52883043,10.88579936
1.11500001,10.72171842,-1.20759408,9.51412433,10.89176322
1.12000000,10.72321614,-1.22383327,9.49938287,10.89780178
1.12500000,10.72480484,-1.24019866,9.48460617,10.90392111
1.13000000,10.72648501,-1.25668913,9.46979589,10.91011914
1.13499999,10.72825849,-1.27330259,9.45495589,10.91640315
1.13999999,10.73013189,-1.29004262,9.44008927,10.92277107
1.14499998,10.73210663,-1.30690979,9.42519684,10.92922802
1.14999998,10.73419312,-1.32390921,9.41028391,10.93577226
1.15499997,10.73638363,-1.34103243,9.39535121,10.94241148
1.15999997,10.73868839,-1.35828773,9.38040066,10.94914365
1.16499996,10.74111451,-1.37567949,9.36543502,10.95596503
1.16999996,10.74365508,-1.39319691,9.35045817,10.96287915
1.17499995,10.74631733,-1.41084929,9.33546804,10.96988497
1.17999995,10.74910377,-1.42863664,9.32046714,10.97697852
1.18499994,10.75201348,-1.44655465,9.30545883,10.98415761
1.19000006,10.75504683,-1.46460900,9.29043783,10.99142074
1.19500005,10.75820292,-1.48279548,9.27540743,10.99876070
1.20000005,10.76148166,-1.50111669,9.26036497,11.00617599
1.20500004,10.76488358,-1.51957318,9.24531041,11.01365579
1.21000004,10.76840416,-1.53816383,9.23024033,11.02119886
1.21500003,10.77204155,-1.55688959,9.21515196,11.02879214
1.22000003,10.77579564,-1.57575148,9.20004416,11.03643072
1.22500002,10.77965714,-1.59474738,9.18490976,11.04410648
1.23000002,10.78362525,-1.61387770,9.16974755,11.05180842
1.23500001,10.78769460,-1.63314323,9.15455137,11.05952561
1.24000001,10.79185845,-1.65254103,9.13931741,11.06725024
1.24500000,10.79611656,-1.67207728,9.12403928,11.07496947
1.25000000,10.80045802,-1.69174735,9.10871067,11.08267242
1.25500000,10.80487757,-1.71154977,9.09332780,11.09034961
1.25999999,10.80937211,-1.73148963,9.07788248,11.09798788
1.26499999,10.81393559,-1.75156549,9.06237010,11.10557725
1.26999998,10.81855827,-1.77177554,9.04678273,11.11310528
1.27499998,10.82323832,-1.79212088,9.03111744,11.12056007
1.27999997,10.82796592,-1.81260251,9.01536341,11.12793525
1.28499997,10.83274101,-1.83322324,8.99951777,11.13521707
1.28999996,10.83755366,-1.85397963,8.98357403,11.14239532
1.29499996,10.84239884,-1.87487118,8.96752765,11.14946006
1.29999995,10.84727477,-1.89590348,8.95137129,11.15640162
1.30499995,10.85217733,-1.91707689,8.93510044,11.16321428
1.30999994,10.85710297,-1.93839120,8.91871177,11.16988526
1.31500006,10.86204556,-1.95984569,8.90219987,11.17641214
1.32000005,10.86700478,-1.98144461,8.88556016,11.18278672
1.32500005,10.87198066,-2.00318867,8.86879199,11.18899861
1.33000004,10.87696905,-2.02507760,8.85189146,11.19504697
1.33500004,10.88196828,-2.04711219,8.83485609,11.20092753
1.34000003,10.88698434,-2.06930101,8.81768332,11.20662955
1.34500003,10.89201054,-2.09163803,8.80037250,11.21215459
1.35000002,10.89705183,-2.11412883,8.78292300,11.21749662
1.35500002,10.90210908,-2.13677417,8.76533491,11.22265154
1.36000001,10.90718413,-2.15957606,8.74760807,11.22761957
1.36500001,10.91227787,-2.18253557,8.72974230,11.23239665
1.37000000,10.91739437,-2.20565473,8.71173964,11.23698169
1.37500000,10.92253952,-2.22893973,8.69359978,11.24137198
1.38000000,10.92771461,-2.25238977,8.67532484,11.24556224
1.38499999,10.93292145,-2.27600431,8.65691714,11.24955616
1.38999999,10.93817010,-2.29979340,8.63837670,11.25334853
1.39499998,10.94345835,-2.32374904,8.61970930,11.25693775
1.39999998,10.94879271,-2.34787885,8.60091386,11.26032262
1.40499997,10.95417769,-2.37218369,8.58199400,11.26349754
1.40999997,10.95962017,-2.39667071,8.56294946,11.26646372
1.41499996,10.96512267,-2.42133405,8.54378862,11.26921341
1.41999996,10.97068955,-2.44618124,8.52450831,11.27174454
1.42499995,10.97632330,-2.47121124,8.50511206,11.27405287
1.42999995,10.98203287,-2.49643028,8.48560259,11.27613146
1.43499994,10.98781640,-2.52183568,8.46598072,11.27797780
1.44000006,10.99367823,-2.54743051,8.44624771,11.27958214
1.44500005,10.99962428,-2.57322006,8.42640422,11.28094173
1.45000005,11.00565582,-2.59920274,8.40645308,11.28204385
1.45500004,11.01177550,-2.62537901,8.38639650,11.28288421
1.46000004,11.01798638,-2.65175777,8.36622862,11.28345221
1.46500003,11.02429013,-2.67833426,8.34595587,11.28373892
1.47000003,11.03068478,-2.70511229,8.32557250,11.28373456
1.47500002,11.03717606,-2.73209225,8.30508381,11.28342528
1.48000002,11.04376434,-2.75928043,8.28448392,11.28280595
1.48500001,11.05044991,-2.78667577,8.26377414,11.28185818
1.49000001,11.05723210,-2.81427888,8.24295323,11.28057604
1.49500000,11.06411213,-2.84209156,8.22202058,11.27894443
1.50000000,11.07109141,-2.87012097,8.20097044,11.27695057
1.50500000,11.07816760,-2.89836592,8.17980168,11.27458460
1.50999999,11.08534072,-2.92682346,8.15851725,11.27182964
1.51499999,11.09261246,-2.95550497,8.13710750,11.26867440
1.51999998,11.09998031,-2.98440369,8.11557662,11.26510881
1.52499998,11.10744712,-3.01352799,8.09391914,11.26111772
1.52999997,11.11501021,-3.04287789,8.07213232,11.25669048
1.53499997,11.12267391,-3.07246086,8.05021305,11.25181176
1.53999996,11.13043224,-3.10226724,8.02816500,11.24647405
1.54499996,11.13829012,-3.13231176,8.00597836,11.24066381
1.54999995,11.14624884,-3.16259210,7.98365674,11.23436990
1.55499995,11.15430786,-3.19311230,7.96119556,11.22758366
1.55999994,11.16246995,-3.22387539,7.93859456,11.22029367
1.56500006,11.17073714,-3.25488379,7.91585335,11.21249241
1.57000005,11.17911178,-3.28614371,7.89296807,11.20417019
1.57500005,11.18759732,-3.31765447,7.86994285,11.19531969
1.58000004,11.19619624,-3.34942262,7.84677362,11.18593407
1.58500004,11.20491398,-3.38144930,7.82346468,11.17600580
1.59000003,11.21375366,-3.41374140,7.80001227,11.16553005
1.59500003,11.22272220,-3.44630239,7.77641981,11.15449970
1.60000002,11.23182348,-3.47913525,7.75268823,11.14291120
1.60500002,11.24106704,-3.51225032,7.72881672,11.13076200
1.61000001,11.25045265,-3.54563983,7.70481282,11.11804520
1.61500001,11.25999591,-3.57931916,7.68067675,11.10476241
1.62000000,11.26969386,-3.61328597,7.65640789,11.09090739
1.62500000,11.27956908,-3.64755605,7.63201303,11.07647858
1.63000000,11.28961775,-3.68212425,7.60749350,11.06147394
1.63499999,11.29985817,-3.71700098,7.58285719,11.04589431
1.63999999,11.31029266,-3.75218873,7.55810393,11.02973508
1.64499998,11.32093618,-3.78769738,7.53323880,11.01299758
1.64999998,11.33179304,-3.82352693,7.50826611,10.99568080
1.65499997,11.34288149,-3.85968977,7.48319172,10.97778286
1.65999997,11.35420636,-3.89618602,7.45802034,10.95930134
1.66499996,11.36578105,-3.93302715,7.43275391,10.94024044
1.66999996,11.37761699,-3.97021292,7.40740408,10.92059579
1.67499995,11.38972670,-4.00776044,7.38196626,10.90036798
1.67999995,11.40211936,-4.04566583,7.35645353,10.87955337
1.68499994,11.41480678,-4.08393906,7.33086772,10.85815413
1.69000006,11.42780210,-4.12259080,7.30521130,10.83616806
1.69500005,11.44111663,-4.16162253,7.27949410,10.81358999
1.70000005,11.45476491,-4.20104682,7.25371809,10.79042629
1.70500004,11.46875138,-4.24086452,7.22788686,10.76666944
1.71000004,11.48309479,-4.28108670,7.20200809,10.74231883
1.71500003,11.49780488,-4.32172123,7.17608364,10.71737242
1.72000003,11.51289401,-4.36277769,7.15011632,10.69183055
1.72500002,11.52837822,-4.40426279,7.12411543,10.66568859
1.73000002,11.54425887,-4.44617908,7.09807979,10.63894646
1.73500001,11.56055590,-4.48854127,7.07201463,10.61160284
1.74000001,11.57727969,-4.53135547,7.04592423,10.58365418
1.74500000,11.59444307,-4.57463166,7.01981141,10.55510013
1.75000000,11.61205460,-4.61837470,6.99367990,10.52594171
1.75500000,11.63013150,-4.66260066,6.96753084,10.49617454
1.75999999,11.64868119,-4.70730793,6.94137325,10.46580073
1.76499999,11.66771719,-4.75251337,6.91520382,10.43482007
1.76999998,11.68725753,-4.79822910,6.88902843,10.40323293
1.77499998,11.70730705,-4.84445865,6.86284839,10.37104093
1.77999997,11.72788192,-4.89121357,6.83666835,10.33824334
1.78499997,11.74899705,-4.93850820,6.81048885,10.30484752
1.78999996,11.77066435,-4.98634613,6.78431822,10.27085444
1.79499996,11.79289711,-5.03474413,6.75815298,10.23626595
1.79999995,11.81570982,-5.08371176,6.73199806,10.20109171
1.80499995,11.83911953,-5.13326066,6.70585887,10.16533255
1.80999994,11.86313825,-5.18340048,6.67973777,10.12900150
1.81500006,11.88778312,-5.23414526,6.65363787,10.09210117
1.82000005,11.91306757,-5.28550444,6.62756313,10.05463979
1.82500005,11.93901277,-5.33749646,6.60151631,10.01663001
1.83000004,11.96563237,-5.39012903,6.57550334,9.97808243
1.83500004,11.99294812,-5.44342177,6.54952634,9.93900458
1.84000003,12.02097497,-5.49738095,6.52359402,9.89941402
1.84500003,12.04973317,-5.55202670,6.49770647,9.85931737
1.85000002,12.07924051,-5.60737146,6.47186905,9.81873565
1.85500002,12.10952101,-5.66343147,6.44608954,9.77767745
1.86000001,12.14059412,-5.72022084,6.42037327,9.73616324
1.86500001,12.17248155,-5.77775685,6.39472470,9.69420491
1.87000000,12.20520579,-5.83605680,6.36914899,9.65182225
1.87500000,12.23879064,-5.89513462,6.34365603,9.60903033
1.88000000,12.27326010,-5.95501248,6.31824762,9.56584806
1.88499999,12.30864150,-6.01570932,6.29293218,9.52229515
1.88999999,12.34495092,-6.07723366,6.26771726,9.47838722
1.89499998,12.38222719,-6.13961723,6.24260996,9.43414376
1.89999998,12.42048551,-6.20287021,6.21761530,9.38958793
1.90499997,12.45976289,-6.26702259,6.19274030,9.34473499
1.90999997,12.50008412,-6.33208946,6.16799466,9.29960611
1.91499996,12.54147953,-6.39809615,6.14338339,9.25421964
1.91999996,12.58397143,-6.46505781,6.11891362,9.20859627
1.92499995,12.62760050,-6.53300554,6.09459496,9.16275589
1.92999995,12.67239132,-6.60196026,6.07043106,9.11671619
1.93499994,12.71837542,-6.67194318,6.04643224,9.07049662
1.94000006,12.76558951,-6.74298696,6.02260256,9.02411892
1.94500005,12.81406348,-6.81511270,5.99895078,8.97760279
1.95000005,12.86383098,-6.88834815,5.97548283,8.93096277
1.95500004,12.91492514,-6.96272006,5.95220509,8.88422245
1.96000004,12.96738397,-7.03825883,5.92912514,8.83739733
1.96500003,13.02124163,-7.11499258,5.90624905,8.79050339
1.97000003,13.07653587,-7.19295674,5.88357913,8.74356611
1.97500002,13.13329491,-7.27216918,5.86112573,8.69659674
1.98000002,13.19156932,-7.35267701,5.83889231,8.64961758
1.98500001,13.25138803,-7.43450673,5.81688130,8.60264174
1.99000001,13.31279191,-7.51769117,5.79510074,8.55569077
1.99500000,13.37582218,-7.60226631,5.77355586,8.50877970
2.00000000,13.44051619,-7.68826581,5.75225037,8.46192525
2.00500011,13.50691863,-7.77573240,5.73118622,8.41514515
2.00999999,13.57506945,-7.86469937,5.71037008,8.36845758
2.01500010,13.64501166,-7.95521188,5.68979978,8.32187680
2.01999998,13.71678943,-8.04730581,5.66948361,8.27542209
2.02500010,13.79044746,-8.14102273,5.64942473,8.22910869
2.02999997,13.86602944,-8.23640776,5.62962168,8.18295528
2.03500009,13.94357665,-8.33349536,5.61008129,8.13697711
2.03999996,14.02315129,-8.43235047,5.59080082,8.09119101
2.04500008,14.10478784,-8.53300007,5.57178777,8.04561454
2.04999995,14.18854029,-8.63550139,5.55303889,8.00026685
2.05500007,14.27445945,-8.73990053,5.53455892,7.95516080
2.05999994,14.36260047,-8.84625390,5.51634657,7.91031641
2.06500006,14.45301294,-8.95460972,5.49840322,7.86575071
2.06999993,14.54575298,-9.06502070,5.48073228,7.82148037
2.07500005,14.64087407,-9.17754220,5.46333187,7.77752220
2.07999992,14.73843656,-9.29223302,5.44620354,7.73389733
2.08500004,14.83850044,-9.40915185,5.42934859,7.69061780
2.08999991,14.94112052,-9.52835332,5.41276720,7.64770436
2.09500003,15.04636218,-9.64990564,5.39645654,7.60517474
2.09999990,15.15429364,-9.77387350,5.38042014,7.56304693
2.10500002,15.26497582,-9.90031699,5.36465883,7.52133633
2.10999990,15.37847797,-10.02930779,5.34917018,7.48005842
2.11500001,15.49486346,-10.16090644,5.33395702,7.43923406
2.11999989,15.61421971,-10.29520561,5.31901410,7.39887972
2.12500000,15.73660295,-10.43225575,5.30434720,7.35900960
2.13000011,15.86209630,-10.57214491,5.28995139,7.31964014
2.13499999,15.99077320,-10.71494186,5.27583134,7.28078801
2.14000010,16.12271593,-10.86073350,5.26198243,7.24247127
2.14499998,16.25800773,-11.00960187,5.24840586,7.20470199
2.15000010,16.39672814,-11.16162553,5.23510261,7.16749789
2.15499997,16.53896229,-11.31689300,5.22206929,7.13086953
2.16000009,16.68480293,-11.47549524,5.20930770,7.09483311
2.16499996,16.83432270,-11.63750586,5.19681684,7.05940248
2.17000008,16.98763713,-11.80304267,5.18459446,7.02458917
2.17499995,17.14481133,-11.97216883,5.17264250,6.99040413
2.18000007,17.30595541,-12.14499676,5.16095865,6.95686300
2.18499994,17.47115389,-12.32161292,5.14954097,6.92397369
2.19000006,17.64049835,-12.50210795,5.13839040,6.89174665
2.19499993,17.81408437,-12.68658032,5.12750406,6.86019349
2.20000005,17.99199035,-12.87510725,5.11688311,6.82932256
2.20499992,18.17431893,-13.06779596,5.10652297,6.79913984
2.21000004,18.36113968,-13.26471416,5.09642552,6.76965863
2.21499991,18.55253640,-13.46594934,5.08658706,6.74087965
2.22000003,18.74856778,-13.67156087,5.07700691,6.71281549
2.22499990,18.94930165,-13.88161966,5.06768199,6.68546780
2.23000002,19.15478518,-14.09617141,5.05861377,6.65884371
2.23499990,19.36503085,-14.31523587,5.04979498,6.63294877
2.24000001,19.58007028,-14.53884202,5.04122826,6.60778700
2.24499989,19.79986283,-14.76695269,5.03291014,6.58336029
2.25000000,20.02436972,-14.99953202,5.02483770,6.55967462
2.25500011,20.25350842,-15.23650115,5.01700727,6.53673098
