Frequency(GHz) phase_difference
0.73573647 16.25618637
0.74074148 16.42221193
0.74574649 16.58960696
0.75075150 16.75838965
0.75575651 16.92857837
0.76076152 17.10019172
0.76576653 17.27324848
0.77077154 17.44776762
0.77577655 17.62376834
0.78078156 17.80127001
0.78578657 17.98029221
0.79079158 18.16085473
0.79579659 18.34297755
0.80080160 18.52668085
0.80580661 18.71198499
0.81081162 18.89891056
0.81581663 19.08747832
0.82082164 19.27770923
0.82582665 19.46962443
0.83083166 19.66324527
0.83583667 19.85859328
0.84084168 20.05569016
0.84584669 20.25455780
0.85085170 20.45521827
0.85585671 20.65769383
0.86086172 20.86200687
0.86586673 21.06817999
0.87087174 21.27623592
0.87587675 21.48619756
0.88088176 21.69808796
0.88588677 21.91193032
0.89089178 22.12774797
0.89589679 22.34556437
0.90090180 22.56540313
0.90590681 22.78728794
0.91091182 23.01124263
0.91591683 23.23729111
0.92092184 23.46545740
0.92592685 23.69576558
0.93093186 23.92823982
0.93593687 24.16290434
0.94094188 24.39978341
0.94594689 24.63890134
0.95095190 24.88028244
0.95595691 25.12395106
0.96096192 25.36993152
0.96596693 25.61824813
0.97097194 25.86892516
0.97597695 26.12198682
0.98098196 26.37745725
0.98598697 26.63536050
0.99099198 26.89572051
0.99599699 27.15856108
1.00100200 27.42390585
1.00600701 27.69177831
1.01101202 27.96220182
1.01601703 28.23519924
1.02102204 28.51079347
1.02602705 28.78900703
1.03103206 29.06986213
1.03603707 29.35338066
1.04104208 29.63958414
1.04604709 29.92849369
1.05105210 30.22013001
1.05605711 30.51451334
1.06106212 30.81166343
1.06606713 31.11159947
1.07107214 31.41434011
1.07607715 31.71990339
1.08108216 32.02830669
1.08608717 32.33956670
1.09109218 32.65369941
1.09609719 32.97072001
1.10110220 33.29064288
1.10610721 33.61348152
1.11111222 33.93924856
1.11611723 34.26795564
1.12112224 34.59961340
1.12612725 34.93423143
1.13113226 35.27181821
1.13613727 35.61238104
1.14114228 35.95592604
1.14614729 36.30245804
1.15115230 36.65198055
1.15615731 37.00449571
1.16116232 37.36000421
1.16616733 37.71850528
1.17117234 38.07999657
1.17617735 38.44447413
1.18118236 38.81193235
1.18618737 39.18236391
1.19119238 39.55575969
1.19619739 39.93210873
1.20120240 40.31139819
1.20620741 40.69361327
1.21121242 41.07873714
1.21621743 41.46675092
1.22122244 41.85763360
1.22622745 42.25136200
1.23123246 42.64791069
1.23623747 43.04725196
1.24124248 43.44935578
1.24624749 43.85418972
1.25125250 44.26171894
1.25625751 44.67190610
1.26126252 45.08471135
1.26626753 45.50009231
1.27127254 45.91800397
1.27627755 46.33839872
1.28128256 46.76122628
1.28628757 47.18643369
1.29129258 47.61396530
1.29629759 48.04376272
1.30130260 48.47576482
1.30630761 48.90990773
1.31131262 49.34612482
1.31631763 49.78434670
1.32132264 50.22450123
1.32632765 50.66651354
1.33133266 51.11030601
1.33633767 51.55579832
1.34134268 52.00290748
1.34634769 52.45154783
1.35135270 52.90163108
1.35635771 53.35306641
1.36136272 53.80576042
1.36636773 54.25961729
1.37137274 54.71453875
1.37637775 55.17042420
1.38138276 55.62717077
1.38638777 56.08467337
1.39139278 56.54282483
1.39639779 57.00151592
1.40140280 57.46063551
1.40640781 57.92007061
1.41141282 58.37970652
1.41641783 58.83942693
1.42142284 59.29911399
1.42642785 59.75864850
1.43143286 60.21790999
1.43643787 60.67677682
1.44144288 61.13512639
1.44644789 61.59283519
1.45145290 62.04977897
1.45645791 62.50583291
1.46146292 62.96087168
1.46646793 63.41476967
1.47147294 63.86740108
1.47647795 64.31864005
1.48148296 64.76836087
1.48648797 65.21643806
1.49149298 65.66274655
1.49649799 66.10716179
1.50150300 66.54955993
1.50650801 66.98981795
1.51151302 67.42781373
1.51651803 67.86342639
1.52152304 68.29653615
1.52652805 68.72702464
1.53153306 69.15477496
1.53653807 69.57967186
1.54154308 70.00160180
1.54654809 70.42045308
1.55155310 70.83611600
1.55655811 71.24848289
1.56156312 71.65744827
1.56656813 72.06290894
1.57157314 72.46476405
1.57657815 72.86291520
1.58158316 73.25726652
1.58658817 73.64772476
1.59159318 74.03419934
1.59659819 74.41660245
1.60160320 74.79484907
1.60660821 75.16885706
1.61161322 75.53854717
1.61661823 75.90384315
1.62162324 76.26467172
1.62662825 76.62096267
1.63163326 76.97264884
1.63663827 77.31966618
1.64164328 77.66195373
1.64664829 77.99945371
1.65165330 78.33211145
1.65665831 78.65987546
1.66166332 78.98269740
1.66666833 79.30053211
1.67167334 79.61333759
1.67667835 79.92107498
1.68168336 80.22370860
1.68668837 80.52120588
1.69169338 80.81353739
1.69669839 81.10067682
1.70170340 81.38260093
1.70670841 81.65928957
1.71171342 81.93072562
1.71671843 82.19689499
1.72172344 82.45778661
1.72672845 82.71339236
1.73173346 82.96370707
1.73673847 83.20872848
1.74174348 83.44845723
1.74674849 83.68289680
1.75175350 83.91205350
1.75675851 84.13593642
1.76176352 84.35455744
1.76676853 84.56793111
1.77177354 84.77607474
1.77677855 84.97900824
1.78178356 85.17675418
1.78678857 85.36933771
1.79179358 85.55678655
1.79679859 85.73913092
1.80180360 85.91640358
1.80680861 86.08863969
1.81181362 86.25587687
1.81681863 86.41815513
1.82182364 86.57551684
1.82682865 86.72800668
1.83183366 86.87567163
1.83683867 87.01856093
1.84184368 87.15672605
1.84684869 87.29022065
1.85185370 87.41910054
1.85685871 87.54342365
1.86186372 87.66325003
1.86686873 87.77864175
1.87187374 87.88966293
1.87687875 87.99637956
1.88188376 88.09885986
1.88688877 88.19717370
1.89189378 88.29139291
1.89689879 88.38159116
1.90190380 88.46784392
1.90690881 88.55022841
1.91191382 88.62882358
1.91691883 88.70371006
1.92192384 88.77497010
1.92692885 88.84268757
1.93193386 88.90694786
1.93693887 88.96783787
1.94194388 89.02544595
1.94694889 89.07986187
1.95195390 89.13117674
1.95695891 89.17948298
1.96196392 89.22487426
1.96696893 89.26744545
1.97197394 89.30729254
1.97697895 89.34451264
1.98198396 89.37920386
1.98698897 89.41146528
1.99199398 89.44139690
1.99699899 89.46909953
2.00200400 89.49467480
2.00700901 89.51822502
2.01201402 89.53985315
2.01701903 89.55966274
2.02202404 89.57775785
2.02702905 89.59424297
2.03203406 89.60922296
2.03703907 89.62280298
2.04204408 89.63508841
2.04704909 89.64618479
2.05205410 89.65619773
2.05705911 89.66523282
2.06206412 89.67339562
2.06706913 89.68079151
2.07207414 89.68752565
2.07707915 89.69370290
2.08208416 89.69942776
2.08708917 89.70480424
2.09209418 89.70993587
2.09709919 89.71492554
2.10210420 89.71987548
2.10710921 89.72488716
2.11211422 89.73006125
2.11711923 89.73549749
2.12212424 89.74129467
2.12712925 89.74755054
2.13213426 89.75436176
2.13713927 89.76182378
2.14214428 89.77003084
2.14714929 89.77907586
2.15215430 89.78905040
2.15715931 89.80004459
2.16216432 89.81214706
2.16716933 89.82544491
2.17217434 89.84002362
2.17717935 89.85596703
2.18218436 89.87335725
2.18718937 89.89227467
2.19219438 89.91279783
2.19719939 89.93500347
2.20220440 89.95896639
2.20720941 89.98475949
2.21221442 90.01245369
2.21721943 90.04211790
2.22222444 90.07381901
2.22722945 90.10762181
2.23223446 90.14358901
2.23723947 90.18178120
2.24224448 90.22225681
2.24724949 90.26507210
2.25225450 90.31028117
2.25725951 90.35793587
2.26226452 90.40808587
2.26726953 90.46077859
2.27227454 90.51605922
2.27727955 90.57397068
2.28228456 90.63455367
2.28728957 90.69784662
2.29229458 90.76388568
2.29729959 90.83270479
2.30230460 90.90433559
2.30730961 90.97880751
2.31231462 91.05614771
2.31731963 91.13638114
2.32232464 91.21953052
2.32732965 91.30561635
2.33233466 91.39465694
2.33733967 91.48666844
2.34234468 91.58166481
2.34734969 91.67965788
2.35235470 91.78065736
2.35735971 91.88467084
2.36236472 91.99170385
2.36736973 92.10175986
2.37237474 92.21484031
2.37737975 92.33094463
2.38238476 92.45007029
2.38738977 92.57221281
2.39239478 92.69736578
2.39739979 92.82552094
2.40240480 92.95666814
2.40740981 93.09079545
2.41241482 93.22788912
2.41741983 93.36793368
2.42242484 93.51091192
2.42742985 93.65680498
2.43243486 93.80559234
2.43743987 93.95725188
2.44244488 94.11175993
2.44744989 94.26909129
2.45245490 94.42921927
2.45745991 94.59211573
2.46246492 94.75775115
2.46746993 94.92609462
2.47247494 95.09711394
2.47747995 95.27077559
2.48248496 95.44704486
2.48748997 95.62588581
2.49249498 95.80726138
2.49749999 95.99113338
2.50250500 96.17746256
2.50751001 96.36620867
2.51251502 96.55733045
2.51752003 96.75078575
2.52252504 96.94653149
2.52753005 97.14452379
2.53253506 97.34471793
2.53754007 97.54706845
2.54254508 97.75152920
2.54755009 97.95805333
2.55255510 98.16659338
2.55756011 98.37710133
2.56256512 98.58952859
2.56757013 98.80382609
2.57257514 99.01994432
2.57758015 99.23783336
2.58258516 99.45744292
2.58759017 99.67872238
2.59259518 99.90162084
2.59760019 100.12608719
2.60260520 100.35207008
2.60761021 100.57951802
2.61261522 100.80837941
2.61762023 101.03860253
2.62262524 101.27013567
2.62763025 101.50292707
2.63263526 101.73692504
2.63764027 101.97207801
2.64264528 102.20833428
2.64765029 102.44564253
2.65265530 102.68395155
2.65766031 102.92321031
2.66266532 103.16336805
2.66767033 103.40437424
2.67267534 103.64617868
2.67768035 103.88873151
2.68268536 104.13198320
2.68769037 104.37588462
2.69269538 104.62038708
2.69770039 104.86544228
2.70270540 105.11100245
2.70771041 105.35702025
2.71271542 105.60344889
2.71772043 105.85024211
2.72272544 106.09735420
2.72773045 106.34474003
2.73273546 106.59235508
2.73774047 106.84015542
2.74274548 107.08809777
2.74775049 107.33613950
2.75275550 107.58423864
2.75776051 107.83235388
2.76276552 108.08044462
2.76777053 108.32847097
2.77277554 108.57639374
2.77778055 108.82417446
2.78278556 109.07177541
2.78779057 109.31915960
2.79279558 109.56629080
2.79780059 109.81313354
2.80280560 110.05965309
2.80781061 110.30581551
2.81281562 110.55158763
2.81782063 110.79693704
2.82282564 111.04183212
2.82783065 111.28624202
2.83283566 111.53013669
2.83784067 111.77348684
2.84284568 112.01626395
2.84785069 112.25844032
2.85285570 112.49998898
2.85786071 112.74088376
2.86286572 112.98109925
2.86787073 113.22061081
2.87287574 113.45939458
2.87788075 113.69742742
2.88288576 113.93468698
2.88789077 114.17115164
2.89289578 114.40680050
2.89790079 114.64161344
2.90290580 114.87557102
2.90791081 115.10865454
2.91291582 115.34084602
2.91792083 115.57212816
2.92292584 115.80248436
2.92793085 116.03189871
2.93293586 116.26035598
2.93794087 116.48784159
2.94294588 116.71434162
2.94795089 116.93984281
2.95295590 117.16433251
2.95796091 117.38779872
2.96296592 117.61023004
2.96797093 117.83161567
2.97297594 118.05194542
2.97798095 118.27120967
2.98298596 118.48939936
2.98799097 118.70650602
2.99299598 118.92252171
2.99800099 119.13743901
3.00300600 119.35125107
3.00801101 119.56395151
3.01301602 119.77553448
3.01802103 119.98599462
3.02302604 120.19532704
3.02803105 120.40352734
3.03303606 120.61059156
3.03804107 120.81651619
3.04304608 121.02129813
3.04805109 121.22493482
3.05305610 121.42742398
3.05806111 121.62876381
3.06306612 121.82895286
3.06807113 122.02799010
3.07307614 122.22587486
3.07808115 122.42260682
3.08308616 122.61818603
3.08809117 122.81261287
3.09309618 123.00588806
3.09810119 123.19801265
3.10310620 123.38898799
3.10811121 123.57881574
3.11311622 123.76749785
3.11812123 123.95503656
3.12312624 124.14143439
3.12813125 124.32669411
3.13313626 124.51081877
3.13814127 124.69381165
3.14314628 124.87567630
3.14815129 125.05641648
3.15315630 125.23603617
3.15816131 125.41453960
3.16316632 125.59193118
3.16817133 125.76821554
3.17317634 125.94339748
3.17818135 126.11748203
3.18318636 126.29047437
3.18819137 126.46237986
3.19319638 126.63320403
3.19820139 126.80295257
3.20320640 126.97163133
3.20821141 127.13924629
3.21321642 127.30580361
3.21822143 127.47130955
3.22322644 127.63577051
3.22823145 127.79919303
3.23323646 127.96158375
3.23824147 128.12294945
3.24324648 128.28329698
3.24825149 128.44263333
3.25325650 128.60096559
3.25826151 128.75830091
3.26326652 128.91464657
3.26827153 129.07000991
3.27327654 129.22439837
3.27828155 129.37781945
3.28328656 129.53028074
3.28829157 129.68178989
3.29329658 129.83235462
3.29830159 129.98198271
3.30330660 130.13068200
3.30831161 130.27846038
3.31331662 130.42532580
3.31832163 130.57128627
3.32332664 130.71634982
3.32833165 130.86052453
3.33333666 131.00381854
3.33834167 131.14624001
3.34334668 131.28779714
3.34835169 131.42849815
3.35335670 131.56835132
3.35836171 131.70736492
3.36336672 131.84554728
3.36837173 131.98290673
3.37337674 132.11945162
3.37838175 132.25519034
3.38338676 132.39013129
3.38839177 132.52428287
3.39339678 132.65765350
3.39840179 132.79025163
3.40340680 132.92208570
3.40841181 133.05316417
3.41341682 133.18349550
3.41842183 133.31308816
3.42342684 133.44195062
3.42843185 133.57009138
3.43343686 133.69751889
3.43844187 133.82424166
3.44344688 133.95026816
3.44845189 134.07560688
3.45345690 134.20026629
3.45846191 134.32425487
3.46346692 134.44758111
3.46847193 134.57025347
3.47347694 134.69228042
3.47848195 134.81367042
3.48348696 134.93443193
3.48849197 135.05457339
3.49349698 135.17410325
3.49850199 135.29302995
3.50350700 135.41136190
3.50851201 135.52910758
3.51351702 135.64627530
3.51852203 135.76287351
3.52352704 135.87891060
3.52853205 135.99439495
3.53353706 136.10933494
3.53854207 136.22373892
3.54354708 136.33761525
3.54855209 136.45097227
3.55355710 136.56381831
3.55856211 136.67616170
3.56356712 136.78801073
3.56857213 136.89937373
3.57357714 137.01025896
3.57858215 137.12067472
3.58358716 137.23062927
3.58859217 137.34013088
3.59359718 137.44918779
3.59860219 137.55780825
3.60360720 137.66600047
3.60861221 137.77377269
3.61361722 137.88113312
3.61862223 137.98808996
3.62362724 138.09465139
3.62863225 138.20082562
3.63363726 138.30662081
3.63864227 138.41204514
3.64364728 138.51710676
3.64865229 138.62181384
3.65365730 138.72617451
3.65866231 138.83019693
3.66366732 138.93388922
3.66867233 139.03725952
3.67367734 139.14031594
3.67868235 139.24306662
3.68368736 139.34551967
3.68869237 139.44768318
3.69369738 139.54956529
3.69870239 139.65117408
3.70370740 139.75251765
3.70871241 139.85360412
3.71371742 139.95444158
3.71872243 140.05503811
3.72372744 140.15540183
3.72873245 140.25554082
3.73373746 140.35546319
3.73874247 140.45517702
3.74374748 140.55469042
3.74875249 140.65401149
3.75375750 140.75314834
3.75876251 140.85210905
3.76376752 140.95090176
3.76877253 141.04953457
3.77377754 141.14801559
3.77878255 141.24635296
3.78378756 141.34455481
3.78879257 141.44262926
3.79379758 141.54058447
3.79880259 141.63842858
3.80380760 141.73616975
3.80881261 141.83381616
3.81381762 141.93137597
3.81882263 142.02885737
3.82382764 142.12626856
3.82883265 142.22361775
3.83383766 142.32091316
3.83884267 142.41816302
3.84384768 142.51537558
3.84885269 142.61255908
3.85385770 142.70972181
3.85886271 142.80687205
3.86386772 142.90401810
3.86887273 143.00116828
3.87387774 143.09833091
3.87888275 143.19551436
3.88388776 143.29272697
3.88889277 143.38997715
3.89389778 143.48727329
3.89890279 143.58462381
3.90390780 143.68203715
3.90891281 143.77952177
3.91391782 143.87708615
3.91892283 143.97473880
3.92392784 144.07248823
3.92893285 144.17034299
3.93393786 144.26831164
3.93894287 144.36640277
3.94394788 144.46462500
3.94895289 144.56298696
3.95395790 144.66149730
3.95896291 144.76016471
3.96396792 144.85899791
3.96897293 144.95800561
3.97397794 145.05719659
3.97898295 145.15657962
3.98398796 145.25616351
3.98899297 145.35595711
3.99399798 145.45596927
3.99900299 145.55620888
4.00400800 145.65668487
4.00901301 145.75740617
4.01401802 145.85838177
4.01902303 145.95962065
4.02402804 146.06113180
4.02903305 146.16292438
4.03403806 146.26500741
4.03904307 146.36739002
4.04404808 146.47008135
4.04905309 146.57309055
4.05405810 146.67642684
4.05906311 146.78009944
4.06406812 146.88411761
4.06907313 146.98849062
4.07407814 147.09322780
4.07908315 147.19833848
4.08408816 147.30383202
4.08909317 147.40971783
4.09409818 147.51600533
4.09910319 147.62270396
4.10410820 147.72982320
4.10911321 147.83737256
4.11411822 147.94536157
4.11912323 148.05379977
4.12412824 148.16269675
4.12913325 148.27206210
4.13413826 148.38190546
4.13914327 148.49223648
4.14414828 148.60306482
4.14915329 148.71440018
4.15415830 148.82625227
4.15916331 148.93863083
4.16416832 149.05154560
4.16917333 149.16500636
4.17417834 149.27902289
4.17918335 149.39360499
4.18418836 149.50876247
4.18919337 149.62450518
4.19419838 149.74084293
4.19920339 149.85778559
4.20420840 149.97534300
4.20921341 150.09352495
4.21421842 150.21234148
4.21922343 150.33180237
4.22422844 150.45191749
4.22923345 150.57269672
4.23423846 150.69414993
4.23924347 150.81628698
4.24424848 150.93911773
4.24925349 151.06265203
4.25425850 151.18689970
4.25926351 151.31187058
4.26426852 151.43757446
4.26927353 151.56402113
4.27427854 151.69122034
4.27928355 151.81918184
4.28428856 151.94791532
4.28929357 152.07743046
4.29429858 152.20773688
4.29930359 152.33884420
4.30430860 152.47076195
4.30931361 152.60349964
4.31431862 152.73706673
4.31932363 152.87147262
4.32432864 153.00672664
4.32933365 153.14283807
4.33433866 153.27981612
4.33934367 153.41766992
4.34434868 153.55640852
4.34935369 153.69604089
4.35435870 153.83657592
4.35936371 153.97802240
4.36436872 154.12038902
4.36937373 154.26368436
4.37437874 154.40791689
4.37938375 154.55309498
4.38438876 154.69922685
4.38939377 154.84632061
4.39439878 154.99438423
4.39940379 155.14342552
4.40440880 155.29345216
4.40941381 155.44447167
4.41441882 155.59649139
4.41942383 155.74951850
4.42442884 155.90356000
4.42943385 156.05862268
4.43443886 156.21471317
4.43944387 156.37183787
4.44444888 156.53000295
4.44945389 156.68921440
4.45445890 156.84947793
4.45946391 157.01079905
4.46446892 157.17318299
4.46947393 157.33663473
4.47447894 157.50115897
4.47948395 157.66676014
4.48448896 157.83344237
4.48949397 158.00120948
4.49449898 158.17006499
4.49950399 158.34001210
4.50450900 158.51105364
4.50951401 158.68319212
4.51451902 158.85642969
4.51952403 159.03076811
4.52452904 159.20620876
4.52953405 159.38275264
4.53453906 159.56040032
4.53954407 159.73915195
4.54454908 159.91900724
4.54955409 160.09996547
4.55455910 160.28202552
4.55956411 160.46518554
4.56456912 160.64944344
4.56957413 160.83479656
4.57457914 161.02124169
4.57958415 161.20877510
4.58458916 161.39739252
4.58959417 161.58708908
4.59459918 161.77785937
4.59960419 161.96969736
4.60460920 162.16259641
4.60961421 162.35654925
4.61461922 162.55154798
4.61962423 162.74758401
4.62462924 162.94464811
4.62963425 163.14273033
4.63463926 163.34182003
4.63964427 163.54190581
4.64464928 163.74297557
4.64965429 163.94501641
4.65465930 164.14801467
4.65966431 164.35195590
4.66466932 164.55682483
4.66967433 164.76260534
4.67467934 164.96928049
4.67968435 165.17683244
4.68468936 165.38524251
4.68969437 165.59449107
4.69469938 165.80455758
4.69970439 166.01542057
4.70470940 166.22705760
4.70971441 166.43944525
4.71471942 166.65255910
4.71972443 166.86637371
4.72472944 167.08086260
4.72973445 167.29599823
4.73473946 167.51175197
4.73974447 167.72809411
4.74474948 167.94499380
4.74975449 168.16241904
4.75475950 168.38033668
4.75976451 168.59871237
4.76476952 168.81751054
4.76977453 169.03669440
4.77477954 169.25622588
4.77978455 169.47606564
4.78478956 169.69617300
4.78979457 169.91650596
4.79479958 170.13702116
4.79980459 170.35767381
4.80480960 170.57841772
4.80981461 170.79920523
4.81481962 171.01998717
4.81982463 171.24071288
4.82482964 171.46133010
4.82983465 171.68178498
4.83483966 171.90202203
4.83984467 172.12198408
4.84484968 172.34161220
4.84985469 172.56084573
4.85485970 172.77962215
4.85986471 172.99787705
4.86486972 173.21554413
4.86987473 173.43255505
4.87487974 173.64883943
4.87988475 173.86432476
4.88488976 174.07893634
4.88989477 174.29259720
4.89489978 174.50522799
4.89990479 174.71674696
4.90490980 174.92706982
4.90991481 175.13610965
4.91491982 175.34377682
4.91992483 175.54997887
4.92492984 175.75462039
4.92993485 175.95760292
4.93493986 176.15882484
4.93994487 176.35818119
4.94494988 176.55556360
4.94995489 176.75086010
4.95495990 176.94395503
4.95996491 177.13472885
4.96496992 177.32305802
4.96997493 177.50881489
4.97497994 177.69186748
4.97998495 177.87207945
4.98498996 178.04930992
4.98999497 178.22341344
4.99499998 178.39423973
5.00000000 178.56146881
