!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:28:59
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),PwrMain(DB),PwrMain(DEG),IM3(DB),IM3(DEG),OIP3(DB),OIP3(DEG),IIP3(DB),IIP3(DEG)
1350690000,-3.4056618,0,-20.89554,0,7.0421085,0,5.2404299,0
1356185000,-3.4723761,0,-20.873678,0,6.9644637,0,5.2295728,0
1361680000,-3.518786,0,-20.692511,0,6.8274693,0,5.2067308,0
1367175000,-3.5372405,0,-20.419277,0,6.6723986,0,5.1544137,0
1372670000,-3.5658877,0,-20.571838,0,6.7200313,0,5.2810736,0
1378165000,-3.6516969,0,-20.934761,0,6.8156824,0,5.4223561,0
1383660000,-3.7150557,0,-21.222786,0,6.8963366,0,5.5031657,0
1389155000,-3.8036032,0,-21.181385,0,6.7870893,0,5.4941001,0
1394650000,-4.1157517,0,-21.228203,0,6.4983492,0,5.5618157,0
1400145000,-4.4569454,0,-21.381277,0,6.2336931,0,5.6501937,0
1405640000,-4.7909017,0,-21.978903,0,6.1985497,0,5.8847451,0
1411135000,-5.1444726,0,-22.317856,0,6.0144548,0,5.9558568,0
1416630000,-5.4101892,0,-22.297367,0,5.7384939,0,5.9284363,0
1422125000,-5.6129179,0,-21.870316,0,5.3222399,0,5.7968554,0
1427620000,-5.7563725,0,-21.716536,0,5.1018944,0,5.8259683,0
1433115000,-5.9512262,0,-21.788115,0,4.942831,0,5.9065075,0
1438610000,-6.1582646,0,-22.234064,0,4.9587679,0,6.0884743,0
1444105000,-6.382174,0,-22.298246,0,4.7669487,0,6.0742002,0
1449600000,-6.5317192,0,-22.306385,0,4.6214738,0,6.0804601,0
1455095000,-6.6947255,0,-21.990564,0,4.3005562,0,5.9483619,0
1460590000,-6.8159752,0,-22.134867,0,4.2514582,0,6.029768,0
1466085000,-6.9726391,0,-22.308462,0,4.1815915,0,6.0852847,0
1471580000,-7.098927,0,-22.511002,0,4.1565742,0,6.143909,0
1477075000,-7.2238107,0,-22.380676,0,3.966527,0,6.0744286,0
1482570000,-7.2823849,0,-22.411419,0,3.9233248,0,6.1234508,0
1488065000,-7.3702555,0,-22.128925,0,3.6942077,0,6.0257072,0
1493560000,-7.4128079,0,-22.004431,0,3.5894077,0,6.0077267,0
1499055000,-7.4819193,0,-21.856535,0,3.4463482,0,5.9573407,0
1504550000,-7.5764132,0,-22.199059,0,3.5231159,0,6.0591693,0
1510045000,-7.6504531,0,-21.935381,0,3.3172379,0,5.9378095,0
1515540000,-7.6884685,0,-22.107361,0,3.3652115,0,6.0189247,0
1521035000,-7.7932811,0,-22.182602,0,3.2980201,0,6.020843,0
1526530000,-7.8474097,0,-22.244419,0,3.2748001,0,6.0495639,0
1532025000,-7.8822026,0,-21.892576,0,3.0640852,0,5.9168558,0
1537520000,-7.8895206,0,-21.671375,0,2.9461668,0,5.8588796,0
1543015000,-7.9374824,0,-21.834156,0,2.9795949,0,5.9405699,0
1548510000,-7.9982467,0,-22.291222,0,3.1473641,0,6.1086202,0
1554005000,-8.0678997,0,-22.418011,0,3.1411061,0,6.1435242,0
1559500000,-8.0450258,0,-22.043505,0,2.9767261,0,6.0134292,0
1564995000,-8.0504351,0,-21.311823,0,2.6054766,0,5.7138367,0
1570490000,-8.0358391,0,-21.311251,0,2.6197865,0,5.7272215,0
1575985000,-8.0901279,0,-21.803549,0,2.8116465,0,5.8905058,0
1581480000,-8.1713772,0,-22.165665,0,2.9114559,0,5.9945927,0
1586975000,-8.1844358,0,-22.037083,0,2.8341053,0,5.977036,0
1592470000,-8.1321135,0,-21.323854,0,2.5298131,0,5.722517,0
1597965000,-8.1542397,0,-20.988497,0,2.3400087,0,5.5984044,0
1603460000,-8.1948862,0,-21.532379,0,2.5713029,0,5.815084,0
1608955000,-8.2805882,0,-22.279467,0,2.8591449,0,6.0652308,0
1614450000,-8.3343201,0,-22.581537,0,2.9564478,0,6.188128,0
1619945000,-8.2723341,0,-22.022625,0,2.7389789,0,6.0228624,0
1625440000,-8.2053738,0,-21.140614,0,2.3649323,0,5.6848021,0
1630935000,-8.1953087,0,-21.000727,0,2.3050549,0,5.6202335,0
1636430000,-8.247386,0,-21.58679,0,2.5460093,0,5.8043203,0
1641925000,-8.3328104,0,-22.121227,0,2.7278039,0,5.9396,0
1647420000,-8.330658,0,-22.191875,0,2.7652798,0,5.968904,0
1652915000,-8.2547588,0,-21.589104,0,2.5397923,0,5.762073,0
1658410000,-8.2200785,0,-21.066685,0,2.3132644,0,5.5567622,0
1663905000,-8.2177982,0,-21.168715,0,2.3665597,0,5.592989,0
1669400000,-8.2480927,0,-21.633745,0,2.5687788,0,5.7633057,0
1674895000,-8.2789621,0,-21.726435,0,2.5842557,0,5.7805762,0
1680390000,-8.2499361,0,-21.506508,0,2.5033176,0,5.724031,0
1685885000,-8.1988764,0,-21.012442,0,2.3073456,0,5.546782,0
1691380000,-8.1944695,0,-20.863926,0,2.2374933,0,5.4601316,0
1696875000,-8.2321634,0,-21.053549,0,2.294611,0,5.4828062,0
1702370000,-8.2643366,0,-21.425705,0,2.4485166,0,5.5979404,0
1707865000,-8.2718706,0,-21.402109,0,2.4291842,0,5.5775104,0
1713360000,-8.2264404,0,-21.20289,0,2.3750052,0,5.5519891,0
1718855000,-8.1740694,0,-20.813372,0,2.2326167,0,5.4501352,0
1724350000,-8.1505241,0,-20.70369,0,2.2013209,0,5.4042177,0
1729845000,-8.1865721,0,-20.838678,0,2.2327673,0,5.3987546,0
1735340000,-8.2254515,0,-21.226242,0,2.3876696,0,5.5083795,0
1740835000,-8.2172785,0,-21.296888,0,2.4311652,0,5.5360532,0
1746330000,-8.1322508,0,-21.056458,0,2.3959775,0,5.4892693,0
1751825000,-8.059392,0,-20.618217,0,2.2497163,0,5.3472271,0
1757320000,-8.0441465,0,-20.514824,0,2.2132649,0,5.2748084,0
1762815000,-8.0749235,0,-20.729736,0,2.2899451,0,5.2676945,0
1768310000,-8.0864172,0,-21.087473,0,2.4573188,0,5.3710437,0
1773805000,-8.0750275,0,-21.056606,0,2.4532752,0,5.4021821,0
1779300000,-8.0057287,0,-20.772869,0,2.3807058,0,5.3478165,0
1784795000,-7.9403481,0,-20.52956,0,2.3244314,0,5.2796378,0
1790290000,-7.9981351,0,-20.672428,0,2.3380778,0,5.2938671,0
1795785000,-8.0501223,0,-21.030039,0,2.4648967,0,5.3567953,0
1801280000,-8.0040359,0,-21.377703,0,2.6848147,0,5.5234165,0
1806775000,-7.9589376,0,-21.231337,0,2.6567307,0,5.5423722,0
1812270000,-7.8666615,0,-20.931688,0,2.5991824,0,5.452415,0
1817765000,-7.7722144,0,-20.696301,0,2.5759354,0,5.3311725,0
1823260000,-7.7579451,0,-20.782675,0,2.6333926,0,5.2731347,0
1828755000,-7.6927314,0,-21.088581,0,2.8515594,0,5.3200684,0
1834250000,-7.5533166,0,-21.189922,0,3.0416443,0,5.4168487,0
1839745000,-7.4422336,0,-20.908148,0,3.0118399,0,5.375514,0
1845240000,-7.3058352,0,-20.774704,0,3.081517,0,5.3396239,0
1850735000,-7.2490635,0,-20.757055,0,3.1294639,0,5.3198018,0
1856230000,-7.2194734,0,-21.038395,0,3.2997243,0,5.3857412,0
1861725000,-7.1296711,0,-21.42977,0,3.5852132,0,5.544878,0
1867220000,-7.0503082,0,-21.589239,0,3.7443111,0,5.7026815,0
1872715000,-6.9577475,0,-21.61475,0,3.8496273,0,5.7631078,0
1878210000,-6.8227844,0,-21.805088,0,4.0797591,0,5.8456516,0
1883705000,-6.7482004,0,-21.93243,0,4.2180152,0,5.8927445,0
1889200000,-6.6625948,0,-22.228945,0,4.4518776,0,5.9957952,0
1894695000,-6.5106297,0,-22.53298,0,4.7558608,0,6.1442213,0
1900190000,-6.3839383,0,-22.53315,0,4.882637,0,6.2002945,0
1905685000,-6.2492189,0,-22.624653,0,5.063108,0,6.2388768,0
1911180000,-6.1004462,0,-22.813309,0,5.3062086,0,6.2930126,0
1916675000,-5.9860601,0,-22.78834,0,5.4081092,0,6.2646503,0
1922170000,-5.8276529,0,-23.035593,0,5.6901436,0,6.3731151,0
1927665000,-5.6377721,0,-23.296806,0,6.0106306,0,6.5473132,0
1933160000,-5.4607539,0,-23.21545,0,6.1469712,0,6.585968,0
1938655000,-5.2527256,0,-23.409191,0,6.451869,0,6.6873918,0
1944150000,-5.1031504,0,-23.5441,0,6.6689005,0,6.7357411,0
1949645000,-4.9847627,0,-23.482569,0,6.7565217,0,6.6867089,0
1955140000,-4.8011589,0,-23.709663,0,7.0536723,0,6.7685723,0
1960635000,-4.6415977,0,-23.873928,0,7.2953668,0,6.8566675,0
1966130000,-4.5295277,0,-23.766705,0,7.3538251,0,6.802361,0
1971625000,-4.3525434,0,-23.962082,0,7.6284981,0,6.8645558,0
1977120000,-4.2086835,0,-23.900368,0,7.7415013,0,6.8449192,0
1982615000,-4.0205569,0,-23.930765,0,7.9448261,0,6.9029188,0
1988110000,-3.7733922,0,-24.19986,0,8.3265381,0,7.0817852,0
1993605000,-3.5931671,0,-24.209414,0,8.5115395,0,7.1293726,0
1999100000,-3.4509315,0,-24.231413,0,8.6647749,0,7.1136832,0
2004595000,-3.3018296,0,-24.510181,0,8.9532614,0,7.1995583,0
2010090000,-3.2019823,0,-24.418753,0,9.0073938,0,7.1284556,0
2015585000,-3.0308249,0,-24.536097,0,9.2372236,0,7.1837502,0
2021080000,-2.8610268,0,-24.728807,0,9.503377,0,7.3079133,0
2026575000,-2.7255762,0,-24.617439,0,9.5831432,0,7.2842803,0
2032070000,-2.5613587,0,-24.675497,0,9.7763891,0,7.2981439,0
2037565000,-2.4120584,0,-24.757978,0,9.9669304,0,7.3415046,0
2043060000,-2.2710035,0,-24.618959,0,10.038476,0,7.2911301,0
2048555000,-2.0789213,0,-24.655479,0,10.248818,0,7.3091831,0
2054050000,-1.9411743,0,-24.508993,0,10.313323,0,7.2531877,0
2059545000,-1.8355033,0,-24.377375,0,10.353184,0,7.1861939,0
2065040000,-1.7316685,0,-24.395992,0,10.466329,0,7.1693897,0
2070535000,-1.6764315,0,-24.285683,0,10.46641,0,7.1046333,0
2076030000,-1.6481311,0,-24.214842,0,10.45929,0,7.0442753,0
2081525000,-1.6089865,0,-24.248878,0,10.515452,0,7.0387845,0
2087020000,-1.592173,0,-24.075634,0,10.445644,0,6.9714494,0
2092515000,-1.5702926,0,-24.027828,0,10.443622,0,6.9662428,0
2098010000,-1.5591929,0,-24.066977,0,10.474296,0,6.9979296,0
2103505000,-1.5786732,0,-24.007402,0,10.425029,0,6.9692664,0
2109000000,-1.6264921,0,-23.970167,0,10.358591,0,6.9300323,0
2114495000,-1.7022516,0,-23.88854,0,10.242019,0,6.8840251,0
2119990000,-1.7918468,0,-23.758736,0,10.087521,0,6.8297176,0
2125485000,-1.9046205,0,-23.665781,0,9.9282694,0,6.7883663,0
2130980000,-2.048861,0,-23.655867,0,9.7790718,0,6.764976,0
2136475000,-2.2190185,0,-23.554564,0,9.5582638,0,6.6853356,0
2141970000,-2.3831844,0,-23.319344,0,9.2764874,0,6.5619478,0
2147465000,-2.5336597,0,-23.162045,0,9.0473633,0,6.4882402,0
2152960000,-2.6815133,0,-23.042349,0,8.8396616,0,6.4431376,0
2158455000,-2.8292487,0,-23.071413,0,8.7064571,0,6.4844356,0
2163950000,-2.9752831,0,-23.205631,0,8.627533,0,6.551374,0
2169445000,-3.1390848,0,-23.260521,0,8.4911757,0,6.5779142,0
2174940000,-3.3084481,0,-23.324066,0,8.3535852,0,6.6165314,0
2180435000,-3.47402,0,-23.493946,0,8.272953,0,6.679975,0
2185930000,-3.6616445,0,-23.638998,0,8.157855,0,6.7311521,0
2191425000,-3.8337605,0,-23.922626,0,8.127553,0,6.8807192,0
2196920000,-3.9794428,0,-24.104603,0,8.0728588,0,6.9815454,0
2202415000,-4.1218338,0,-24.032297,0,7.8943143,0,6.9680109,0
2207910000,-4.2699904,0,-23.94623,0,7.703124,0,6.9493303,0
2213405000,-4.4329114,0,-24.034346,0,7.5842614,0,6.9659495,0
2218900000,-4.6279726,0,-24.091259,0,7.4176569,0,6.9647069,0
2224395000,-4.8128114,0,-24.307274,0,7.3408256,0,7.0772533,0
2229890000,-4.9913216,0,-24.532545,0,7.274951,0,7.2002048,0
2235385000,-5.1820679,0,-24.675762,0,7.1558127,0,7.2955418,0
2240880000,-5.3839951,0,-24.771851,0,7.0019302,0,7.3651595,0
2246375000,-5.5775738,0,-25.043814,0,6.9443326,0,7.4839349,0
2251870000,-5.7809148,0,-25.145382,0,6.7917767,0,7.5230865,0
2257365000,-5.9416299,0,-25.241585,0,6.679162,0,7.587708,0
2262860000,-6.0608125,0,-25.332598,0,6.6054859,0,7.6443744,0
2268355000,-6.1858096,0,-25.317755,0,6.4730682,0,7.6460371,0
2273850000,-6.3280702,0,-25.163635,0,6.2537475,0,7.5761595,0
2279345000,-6.4686189,0,-25.161259,0,6.1120114,0,7.5422702,0
2284840000,-6.6609459,0,-25.100332,0,5.8892207,0,7.4674249,0
2290335000,-6.8768568,0,-25.038731,0,5.642508,0,7.4180622,0
2295830000,-7.0660205,0,-25.029978,0,5.4489679,0,7.4156942,0
2301325000,-7.2437954,0,-25.011646,0,5.2620273,0,7.4456248,0
2306820000,-7.4315243,0,-24.905539,0,5.0212445,0,7.4716816,0
2312315000,-7.5866141,0,-24.851501,0,4.8391361,0,7.4888468,0
2317810000,-7.7557044,0,-24.78842,0,4.638505,0,7.4452872,0
2323305000,-7.9420385,0,-24.704309,0,4.4101162,0,7.3657379,0
2328800000,-8.0959873,0,-24.660007,0,4.2340169,0,7.2866259,0
2334295000,-8.2091656,0,-24.62134,0,4.1015048,0,7.2348809,0
2339790000,-8.3172579,0,-24.515152,0,3.9403183,0,7.2027807,0
2345285000,-8.4364576,0,-24.397196,0,3.7621403,0,7.1524749,0
2350780000,-8.5883341,0,-24.393099,0,3.6082151,0,7.1316619,0
2356275000,-8.780942,0,-24.271122,0,3.3546195,0,7.0723696,0
2361770000,-8.9723644,0,-24.280514,0,3.167892,0,7.0899887,0
2367265000,-9.1479292,0,-24.292814,0,2.9984784,0,7.1333699,0
2372760000,-9.3177223,0,-24.261946,0,2.8132508,0,7.1824207,0
2378255000,-9.4931889,0,-24.211132,0,2.6123769,0,7.1591654,0
2383750000,-9.6664858,0,-24.322376,0,2.4947016,0,7.1750274,0
2389245000,-9.832756,0,-24.235058,0,2.2847731,0,7.0992632,0
2394740000,-9.9479971,0,-24.22526,0,2.164634,0,7.068418,0
2400235000,-10.036321,0,-24.133673,0,2.0305157,0,7.0181475,0
2405730000,-10.113132,0,-24.132334,0,1.9530342,0,7.0281253,0
2411225000,-10.19,0,-24.022652,0,1.8213266,0,6.9753232,0
2416720000,-10.264858,0,-24.070621,0,1.7704517,0,7.0052228,0
2422215000,-10.362514,0,-24.087591,0,1.6812804,0,7.0468745,0
2427710000,-10.462079,0,-24.105728,0,1.5907849,0,7.1064582,0
2433205000,-10.570219,0,-24.139641,0,1.4996017,0,7.1253552,0
2438700000,-10.716132,0,-24.309799,0,1.4387674,0,7.1912885,0
2444195000,-10.874671,0,-24.348688,0,1.2996727,0,7.1861134,0
2449690000,-10.987495,0,-24.521706,0,1.2733575,0,7.2377701,0
2455185000,-11.099192,0,-24.592838,0,1.1972276,0,7.2710333,0
2460680000,-11.217181,0,-24.615063,0,1.0903512,0,7.2883196,0
2466175000,-11.300159,0,-24.682005,0,1.0408437,0,7.2877054,0
2471670000,-11.397616,0,-24.95097,0,1.0778687,0,7.4177785,0
2477165000,-11.497004,0,-24.861824,0,0.93390751,0,7.4150195,0
2482660000,-11.54417,0,-24.958813,0,0.9352355,0,7.4984102,0
2488155000,-11.61373,0,-25.18428,0,0.97840953,0,7.6358371,0
2493650000,-11.74016,0,-25.3139,0,0.91678911,0,7.6840649,0
2499145000,-11.857077,0,-25.462566,0,0.8742072,0,7.6851673,0
2504640000,-11.947116,0,-25.708796,0,0.90728146,0,7.7818198,0
2510135000,-12.018312,0,-25.593884,0,0.77862918,0,7.7837801,0
2515630000,-12.033956,0,-25.489195,0,0.71064097,0,7.7873926,0
2521125000,-12.082784,0,-25.567949,0,0.70119137,0,7.8341551,0
2526620000,-12.183693,0,-25.577642,0,0.60512853,0,7.8018775,0
2532115000,-12.262821,0,-25.74011,0,0.60723448,0,7.8068094,0
2537610000,-12.332793,0,-25.896868,0,0.61564082,0,7.8858762,0
2543105000,-12.393632,0,-25.861004,0,0.53687048,0,7.9655013,0
2548600000,-12.475424,0,-25.865509,0,0.45733094,0,8.0170202,0
2554095000,-12.850846,0,-25.797932,0,0.048120033,0,7.9261756,0
2559590000,-13.136375,0,-25.237946,0,-0.51740271,0,7.5484576,0
2565085000,-13.368366,0,-22.657598,0,-2.0395675,0,6.1768513,0
2570580000,-13.453108,0,-20.081278,0,-3.4124687,0,4.9253788,0
2576075000,-13.470382,0,-18.583597,0,-4.1785831,0,4.3466372,0
2581570000,-13.419786,0,-17.573309,0,-4.6331325,0,3.9446332,0
2587065000,-13.649788,0,-16.270536,0,-5.5145192,0,3.2448683,0
2592560000,-14.259042,0,-15.417371,0,-6.5503559,0,2.7011683,0
2598055000,-13.314065,0,-26.341785,0,-0.14317308,0,8.0304527,0
2603550000,-13.394634,0,-26.378132,0,-0.20556812,0,8.0201817,0
2609045000,-13.455211,0,-26.254961,0,-0.32773024,0,8.0643902,0
2614540000,-13.488594,0,-26.162895,0,-0.40714595,0,8.0741034,0
2620035000,-13.556705,0,-26.600307,0,-0.25655258,0,8.2619629,0
2625530000,-13.674133,0,-26.6467,0,-0.35078236,0,8.2725773,0
2631025000,-13.731748,0,-26.588079,0,-0.43770903,0,8.2611055,0
2636520000,-13.704748,0,-26.481201,0,-0.46414727,0,8.286911,0
2642015000,-13.697525,0,-26.512724,0,-0.44116217,0,8.4116507,0
2647510000,-13.757607,0,-26.55073,0,-0.48224324,0,8.3914757,0
2653005000,-13.895264,0,-27.043705,0,-0.37341189,0,8.4641418,0
2658500000,-14.051986,0,-27.111521,0,-0.49622571,0,8.3755169,0
2663995000,-14.101985,0,-26.978886,0,-0.61254174,0,8.2885466,0
2669490000,-14.042471,0,-26.822132,0,-0.63140488,0,8.3032475,0
2674985000,-13.988225,0,-26.832319,0,-0.57206583,0,8.4644852,0
2680480000,-13.992199,0,-26.789803,0,-0.59729838,0,8.4744358,0
2685975000,-14.045584,0,-27.168758,0,-0.46120459,0,8.5566788,0
2691470000,-14.127996,0,-27.221594,0,-0.51719946,0,8.5187359,0
2696965000,-14.101017,0,-27.025965,0,-0.58803451,0,8.4731655,0
2702460000,-13.961994,0,-26.820259,0,-0.55186468,0,8.4948168,0
2707955000,-13.893234,0,-27.011343,0,-0.38756287,0,8.706171,0
2713450000,-14.002161,0,-27.283298,0,-0.36051196,0,8.7529516,0
2718945000,-14.207707,0,-27.889818,0,-0.26279846,0,8.7965164,0
2724440000,-14.42995,0,-28.080753,0,-0.3895725,0,8.7368212,0
2729935000,-14.507931,0,-27.705942,0,-0.65495974,0,8.6026068,0
2735430000,-14.4094,0,-27.406197,0,-0.70630157,0,8.6559763,0
2740925000,-14.314147,0,-27.457762,0,-0.58526564,0,8.9139023,0
2746420000,-14.407644,0,-27.769009,0,-0.52314079,0,9.1134005,0
2751915000,-14.595579,0,-28.278383,0,-0.45638788,0,9.18262,0
2757410000,-14.763251,0,-28.500322,0,-0.5130899,0,9.1363897,0
2762905000,-14.795712,0,-28.101273,0,-0.745076,0,8.9345045,0
2768400000,-14.687629,0,-27.834597,0,-0.77033031,0,8.9118385,0
2773895000,-14.564206,0,-27.823408,0,-0.65250307,0,9.0400286,0
2779390000,-14.612475,0,-28.194798,0,-0.51507717,0,9.197216,0
2784885000,-14.767544,0,-28.675474,0,-0.42980638,0,9.2224264,0
2790380000,-14.899416,0,-28.902586,0,-0.44812283,0,9.1822348,0
2795875000,-14.876022,0,-28.45153,0,-0.65025771,0,8.9863853,0
2801370000,-14.711185,0,-28.084044,0,-0.66916251,0,8.9604397,0
2806865000,-14.523899,0,-28.018799,0,-0.51449984,0,9.1266098,0
2812360000,-14.466648,0,-28.418903,0,-0.25719631,0,9.3989162,0
2817855000,-14.505666,0,-28.742283,0,-0.13452397,0,9.4431658,0
2823350000,-14.547987,0,-29.018064,0,-0.03895447,0,9.447649,0
2828845000,-14.530659,0,-28.996103,0,-0.032607444,0,9.4076109,0
2834340000,-14.435119,0,-28.899811,0,0.01478675,0,9.3901758,0
2839835000,-14.352941,0,-29.134932,0,0.21452546,0,9.5669012,0
2845330000,-14.409245,0,-30.044369,0,0.61293972,0,10.028526,0
2850825000,-14.534028,0,-30.78248,0,0.8572126,0,10.319503,0
2856320000,-14.665541,0,-31.481049,0,1.0749846,0,10.628658,0
2861815000,-14.793319,0,-32.052315,0,1.2328397,0,10.956736,0
2867310000,-14.881878,0,-32.458061,0,1.3471535,0,11.219385,0
2872805000,-14.925262,0,-33.195797,0,1.6726346,0,11.652499,0
2878300000,-15.00359,0,-33.956551,0,1.9746852,0,12.061304,0
2883795000,-15.080692,0,-34.145741,0,1.9921774,0,12.118343,0
2889290000,-15.094543,0,-34.494377,0,2.1526461,0,12.234231,0
2894785000,-15.072471,0,-34.414677,0,2.1348679,0,12.156115,0
2900280000,-15.003956,0,-34.165264,0,2.0786772,0,12.005915,0
2905775000,-14.871742,0,-34.310333,0,2.2834232,0,12.099787,0
2911270000,-14.746024,0,-34.076843,0,2.292398,0,12.028257,0
2916765000,-14.695951,0,-33.787304,0,2.1976995,0,11.885569,0
2922260000,-14.708985,0,-33.875023,0,2.2285254,0,11.884974,0
2927755000,-14.77477,0,-33.541683,0,1.9960712,0,11.676029,0
2933250000,-14.827228,0,-32.903118,0,1.6243321,0,11.369348,0
2938745000,-14.844136,0,-32.460419,0,1.3860724,0,11.235284,0
2944240000,-14.85111,0,-32.088737,0,1.1932583,0,11.156792,0
2949735000,-14.943344,0,-31.87319,0,0.99325055,0,11.057578,0
2955230000,-15.115557,0,-31.655893,0,0.7123906,0,10.840779,0
2960725000,-15.308384,0,-31.372641,0,0.37793699,0,10.564612,0
2966220000,-15.419158,0,-30.980927,0,0.071306057,0,10.316872,0
2971715000,-15.435215,0,-30.543839,0,-0.16329604,0,10.154678,0
2977210000,-15.417932,0,-30.134134,0,-0.35086489,0,10.061298,0
2982705000,-15.45699,0,-29.88158,0,-0.51620001,0,9.98382,0
2988200000,-15.555809,0,-29.711275,0,-0.70017177,0,9.846282,0
2993695000,-15.674424,0,-29.505299,0,-0.92177528,0,9.6680555,0
2999190000,-15.725947,0,-29.056709,0,-1.1975925,0,9.4318237,0
3004685000,-15.702511,0,-28.693434,0,-1.3557947,0,9.307745,0
